title,author,date,content,denial?
Trump scraps Clean Power Plan: What that means for Earth,"
                  Laura Geggel
              ","
March 28, 2017 / 6:11 PM
      / Livescience.com
    ","¶President Donald Trump signed an executive order Tuesday to dismantle the Clean Power Plan.¶The plan, which President Barack Obama’s administration put into effect in 2015, was designed to cut power plant emissions of carbon dioxide (CO2), a greenhouse gas that is warming the planet. The Clean Power Plan requires that, by 2030, the power sector’s CO2 emissions be brought down to 32 percent below their 2005 levels, according to the Environmental Protection Agency (EPA).¶EPA Administrator Scott Pruitt, who previously challenged the legality of the plan when he was Oklahoma’s attorney general, recently said on ABC’s “This Week with George Stephanopoulos” that the rollback would be both “pro-growth and pro-environment.” But what are the scientific consequences of discarding the plan? [The Year in Climate Change: 2016’s Most Depressing Stories]¶For starters, without the mandate to lower CO2 emissions, America’s electrical power industry could continue to emit high levels of CO2, said Ken Kimmell, the president of the Union of Concerned Scientists, a science advocacy group. The industry’s current CO2 emissions equate to 30 percent of the annual such emissions for the country, and higher levels of CO2 in the atmosphere are linked to climate change, he said.¶More in Climate Change¶The Clean Power Plan was the nation’s first limit on CO2 from power plants, Kimmell told Live Science. ¶EPA officials had said they expected the plan to help the country meet its goals as outlined in the Paris Agreement, a 2015 deal in which 195 countries pledged to reduce CO2 emissions. But Pruitt said the plan was not tied to the Paris deal.¶“The Clean Power Plan is not tethered to the Paris accords,” he told Stephanopoulos.¶However, the new administration doesn’t appear to have a replacement for the Clean Power Plan, Kimmell said.¶“They’re just going to repeal it, so that’s a big problem,” Kimmell said.¶In addition to warming the planet, outdoor air pollution is tied to a number of maladies, including death. In the United States, the plan was projected to prevent 3,600 premature deaths; 1,700 heart attacks; 90,000 asthma attacks; and 300,000 missed workdays and school days, the EPA said.¶The plan would have helped the nation move away from burning coal and toward “cleaner sources, like [natural] gas, and even really clean sources, like renewable energy, such as wind and solar,” Kimmell said. “There are significant health benefits when you switch from a dirty resource like coal to cleaner resources.” [8 Ways Global Warming Is Already Changing the World]¶During the second presidential debate in the 2016 campaign, Trump mentioned the use of “clean coal” technology. This technology doesn’t yet exist, experts have told Live Science.¶The idea behind such technology is to find a way to capture CO2 and other pollutants from power plants before those materials enter the atmosphere. But developing this technology costs money, meaning power plants likely won’t do it unless the government motivates them, Edward Rubin, a professor of engineering and public policy at Carnegie Mellon University in Pittsburgh, told Live Science in October 2016.¶“From everything I’ve read about Mr. Trump’s view of climate change, I suspect he would not be a proponent of policies to reduce carbon emissions drastically,” Rubin said at the time.¶Federal policy isn’t the only force driving the development of clean energy in the U.S. State legislatures across the country have put forth hundreds of bills supporting clean energy, according to InsideClimate News. For instance, politicians in almost a dozen states have sponsored bills that would expand renewable electric power, InsideClimate News reported.  ¶But some of these bills face opposition from other state politicians, and from groups such as the American Legislative Exchange Council, Americans for Prosperity, the Heartland Institute, and utility and fossil fuel companies, InsideClimate News reported.¶Overall, policies that protect the environment thrive when the federal government supports them, Kimmell said. For instance, “since 2007, our electricity consumption has stayed flat even while the economy has grown,” he said.¶This happened, in part, because of the government’s efforts to promote energy-efficient products, especially through its Energy Star program, which labeled energy efficient appliances such as LED light bulbs, dishwashers and “refrigerators that use 80 percent less energy than their predecessors,” Kimmell said.¶Original article on Live Science.",0
Trump signs executive order dismantling Obama environmental regulations,"
                  Jacqueline Alemany
              ","
March 28, 2017 / 3:00 PM
      / CBS News
    ","¶ President Trump signed a sweeping executive order on Tuesday to begin the process of dismantling environmental regulations implemented under the Obama administration to aggressively fight climate change.  ¶Mr. Trump hailed it as “the start of a new era in American energy production” in remarks before signing the Energy Independence executive order at the Environmental Protection Agency (EPA). His order aims to unwind the core of President Obama’s 2013 Climate Action Plan. The order “directs the EPA to suspend, revise, or rescind the Clean Power Plan.” The Clean Power Plan limits carbon emissions at coal-fired power plants. ¶Mr. Trump’s executive order also lifts the moratorium on federal coal leasing, rescinds restrictions on hydraulic fracking, and eliminates the National Environmental Policy Act, a set of guidelines for agencies to consider climate change into their decision making process. ¶More in Trump's First 100 Days¶“My administration is putting an end to the war on coal -- going to have clean coal, really clean coal,” Mr. Trump declared.    ¶The executive order also mandates that every agency conduct a 180-day review that identifies all regulations and rules that “impede” energy production. Mr. Trump plans to use the reports to craft his administration’s “America First” energy blueprint to serve what the administration calls the “twin goal” of protecting the environment and  strengthening the economy by promoting energy production. ¶The president said the order would “reverse government intrusion” and “cancel job-killing regulations.”¶The senior administration official said Mr. Trump aims to “strengthen the nation’s energy security by reducing unnecessary regulatory obstacles that restrict the responsible use of domestic energy resources.”¶Critics argue that Mr. Trump’s anti-climate change initiatives that resist transitioning from coal and gas to clean energy will in fact hurt the economy.  ¶“The best way to protect workers and the environment is to invest in growing the clean energy economy that is already outpacing fossil fuels, and ensuring no one is left behind,”  Michael Brune, the executive director of the Sierra Club, wrote in a statement. “At a time when we can declare independence from dirty fuels by embracing clean energy, this action could only deepen our dependence on fuels that pollute our air, water and climate  while making our kids sicker.” ¶During the Trump administration’s review of President Obama’s Clean Power Plan, the White House is also rolling back the federal regulation of methane emissions from the oil and gas industry.  ¶The senior White House official said that the president and the administration accept the scientific view of climate change but they disagree with the Obama administration over policy prescriptions.  ¶There is no mention of the Paris Agreement on climate change, from which Mr. Trump has previously said he would withdraw. Roughly 200 countries agreed to the climate plan that cuts greenhouse gases, but the senior administration official says that they have not made a final decision on the matter.  ",0
Trump executive order will dismantle Obama environmental regulations,"
                  Jacqueline Alemany
              ","
Updated on:  March 28, 2017 / 3:31 AM
      / CBS News
    ","¶President Trump will sign a sweeping executive order on Tuesday to begin the process of dismantling environmental regulations implemented under the Obama administration to aggressively fight climate change.  ¶The Energy Independence executive order, which Trump will sign at the Environmental Protection Agency (EPA), attacks the core of President Obama’s 2013 Climate Action Plan. A senior White House official said Monday that the order “directs the EPA to suspend, revise, or rescind the Clean Power Plan,” adding that the EPA would “proceed in a manner that upholds the rule of law” and would continue to abide by the Clean Air Act.  ¶The executive order also mandates that every agency conduct a 180-day review that identifies all regulations and rules that “impede” energy production. Mr. Trump plans to use the reports to craft his administration’s “America First” energy blueprint to serve what the administration calls the “twin goal” of protecting the environment and  strengthening the economy by promoting energy production. ¶More in Trump's First 100 Days¶According to the senior administration official, Mr. Trump aims to “strengthen the nation’s energy security by reducing unnecessary regulatory obstacles that restrict the responsible use of domestic energy resources. This order will help keep energy and electricity affordable, reliable, and clean in order to boost economic growth and job creation.” ¶Scott Pruitt, the head of the EPA, echoed the Trump administration’s “pro-growth and pro-environment approach to how we do regulation in this country” on ABC’s “This Week” on Sunday. ¶But critics argue that Mr. Trump’s anti-climate change initiatives that resist transitioning from coal and gas to clean energy will in fact hurt the economy.  ¶“The best way to protect workers and the environment is to invest in growing the clean energy economy that is already outpacing fossil fuels, and ensuring no one is left behind,”  Michael Brune, the executive director of the Sierra Club, wrote in a statement. “At a time when we can declare independence from dirty fuels by embracing clean energy, this action could only deepen our dependence on fuels that pollute our air, water and climate  while making our kids sicker.” ¶Mr. Trump’s executive order also lifts the moratorium on federal coal leasing, rescinds restrictions on hydraulic fracking, and eliminates the National Environmental Policy Act, a set of guidelines for agencies to consider climate change into their decision making process.¶While the Trump administration initiates a review of President Obama’s Clean Power Plan, the White House is lifting the moratorium on federal coal leasing, and rolling back the federal regulation of methane emissions from the oil and gas industry.  ¶The senior White House official said that the president and the administration accept the scientific view of climate change but they disagree with the Obama administration over policy prescriptions.  ¶There is no mention of the Paris Agreement on climate change, from which Mr. Trump has previously said he would withdraw. Roughly 200 countries agreed to the climate plan that cuts greenhouse gases, but the senior administration official says that they have not made a final decision on the matter.  ",0
Arctic sea ice dwindles to record low for winter,"
","
March 22, 2017 / 6:11 PM
      / CBS/AP
    ","¶WASHINGTON -- The frigid top of the Earth just set yet another record for low levels of sea ice in what scientists say is just the latest signal of an overheating world.¶The National Snow and Ice Data Center in Colorado says the Arctic this month set a record low for winter peak sea ice area: 5.57 million square miles (14.42 million square kilometers). ¶That’s about 35,000 square miles (97,000 square kilometers) — an area about the size of Maine — below 2015’s record. Last year had a shade more than 2015, but nearly a tied record.¶More in Climate Change¶This puts the Arctic in a “deep hole” as the crucial spring and summer melt season starts and more regions will likely be ice-free, said Mark Serreze, director of the National Snow and Ice Data Center in Colorado, which released the findings Wednesday.¶“It’s a key part of the Earth’s climate system and we’re losing it,” he said. “We’re losing the ice in all seasons now.”¶The record ice melt comes at the end of a season marked by unusually warm temperatures in the Arctic. During Christmas week, the North Pole soared to about 50 degrees Fahrenheit warmer than normal, a weather pattern Paul Mayewski, professor at the University of Maine’s Climate Change Institute, described as “remarkable.”¶At the other end of the world, Antarctica, where sea ice reaches its lowest point of the year in March, also hit a record low mark. Antarctic sea ice varies widely unlike Arctic sea ice, which has steadily decreased.¶The ice data center measures how wide sea ice extends based on satellite imagery. It’s harder to measure the thickness and overall volume, but data from the University of Washington show that as of late last month ice volume levels were down 42 percent from 1979, said polar science center chief Axel Schweiger.¶Several scientists called the sea ice loss disturbing.¶“It’s evidence that the climate at the top of the world continues to change faster than anywhere else on Earth with impacts to us that are still frankly unknown,” Pennsylvania State University meteorology professor and retired admiral David W. Titley, said in an email.¶Scientists blame a combination of natural random weather and man-made global warming from the burning of coal, oil and gas. The winter of 2016-2017 was unusually toasty and the Arctic saw three “extreme heat waves,” Serreze said.¶A new study earlier this month in the journal Nature Climate Change found that natural causes can explain between 30 and 50 percent of plunging September sea ice lows, while Serezze and others give climate change an even bigger role in sea ice loss.¶A relatively new idea — that still divides meteorologists — links the shriveling ice cap at the North Pole to a weaker polar vortex and weak and ambling jet stream, which can mean more extreme weather for a good part of the rest of the world.¶“Recent cold spells and big snowstorms that we have experienced over the past few winters have occurred when the polar vortex is weak,” top winter weather forecaster Judah Cohen, of the private Atmospheric Environmental Research in Lexington, Massachusetts, said in an email.¶It’s not just the weather.¶As more regions become free of ice, shipping lanes will open in the Arctic, there will be more drilling for oil and gas and more overall economic activity. And that may mean rising tensions between countries over newly available resources, Serreze said.¶“The Arctic is the canary in the climate’s coal mine,” said Texas Tech climate scientist Katharine Hayhoe. “What happens in the Arctic doesn’t stay in the Arctic. This entire planet is interconnected.”",0
Climate change is killing this remnant of the Ice Age,"
                  Brian Kahn
              ","
March 22, 2017 / 10:49 AM
      / Livescience.com
    ","¶Humans are in the process of changing the planet in a way that hasn’t happened in 2.6 million years.¶For eons, the Laurentide Ice Sheet has been a fixture of North America. At its peak, it covered the majority of Canada and sent icy tendrils down across the Midwest and Northeast, covering Chicago, New York and Toronto in a mile or more of ice. It helped carved mountains as it advanced, and it filled the Great Lakes as it receded at the end of the last Ice Age.¶About 2,000 years ago, the ice sheet remnants reached equilibrium on Baffin Island, Canada’s largest island, now dubbed the Barnes Ice Cap. But that equilibrium has been disrupted by human-driven climate change.¶More in Climate Change¶A new study shows that the last vestige of the once-mighty ice sheet faces near certain death, even if the world rapidly curtails its carbon pollution. The results indicate the Arctic has entered a state nearly unheard of since the Pliocene, an epoch when the Arctic was largely free of ice.¶“This is the disappearance of a feature from the last glacial age, which would have probably survived without anthropogenic greenhouse gas emissions,” said Adrien Gilbert, a glaciologist at Simon Fraser University in British Columbia, Canada and lead author of the new study.¶The Barnes Ice Cap covers an area about the size of Delaware. After reaching a near steady state 2,000 years ago, the ice cap began shrinking in the late 1800s, with a marked increase in its decline since the 1990s. That coincides with the rapid rise in human carbon pollution, which has also driven a roughly 1.8 degree Fahrenheit increase in the global average temperature over that period.¶But researchers can look back much deeper into the ice cap’s history using other clues. The new research, published on Monday in Geophysical Research Letters, looked at an array of amazingly named cosmogenic radionuclides in bedrock around the ice cap to tease out when the ground was free of ice.¶Cosmogenic radionuclides are isotopes that form when exposed to cosmic rays. That can only happen when the ground isn’t covered by ice, giving researchers a way to see how rare the current shrinking ice cap is.¶Their findings show that there were two periods where ice extent was roughly as tiny as it is now. Both periods came hundreds of thousands of years ago and were due to natural changes in the earth’s tilt and orbit that helped warm the planet.¶Today’s rapid change is different because human carbon pollution is the main driver of the unrelenting warmth in the region, which is warming twice as fast as the rest of the world. The findings indicate that the Arctic likely hasn’t been this warm in 2.6 million years.¶Looking into the future using climate models, sustained warming almost certainly spells doom for the ice sheet. On our current trajectory of carbon pollution, the research indicates that the ice cap is likely to disappear in the next 300 years. That’s a geological blink of an eye for an icy legacy that stretched across millions of years.¶Even under a best-case scenario, with human carbon pollution peaking in 2020 and decreasing rapidly thereafter, the ice cap will still likely melt away in the next 500 years.¶“Their study convincingly reveals that the Barnes Ice Cap will likely disappear within 300 years, taking with it the last remnants of the Laurentide Ice Sheet that once blanketed northern North America some 20,000 years ago,” Alex Gardner, an ice researcher at the NASA Jet Propulsion Laboratory, said while lauding the state of the art ice modeling effort.¶The findings underscore the wealth of alarming information coming out of the Arctic. Sea ice is set to hit a record-low maximum for the third year in a row, warm air has repeatedly cranked up the thermostat this winter and forests are burning at an unprecedented pace.¶The fate of the Barnes Ice Cap is similar to other land ice across the region, including the monstrous Greenland ice sheet. Their melt will help fuel sea level rise around the globe.¶“If it was just the Barnes Ice Cap that melted, there would be little need for coastal communities to worry,” Gardner said. “Unfortunately the Barnes Ice Cap will not respond in isolation. As the atmosphere and oceans warm in the coming decades, ice sheets and glaciers will retreat globally resulting in massive transfers of ice into the oceans, raising sea levels by multiple feet by 2100.”¶You May Also Like:¶Originally published on Climate Central.",0
"World needs dramatic energy shift from fossil fuels, studies warn","
","
March 20, 2017 / 12:58 PM
      / AP
    ","¶BERLIN — The world must swiftly shift energy production away from fossil fuels if it is to prevent a dangerous increase in global temperatures, according to separate reports released Monday by two international agencies.¶Both reports concluded that fundamentally changing the way power is produced would require considerable investment — though there were would also be savings due to improvements in energy efficiency.¶The International Energy Agency and the International Renewable Energy Agency were asked to outline scenarios that would keep global average temperature increases below 3.6 degrees Fahrenheit, compared with preindustrial times.¶To ensure a two-thirds chance of that happening, the IEA said, “would require an unparalleled ramp up of all low-carbon technologies in all countries.”¶More in Climate Change¶Ambitious measures would include “the rapid phase-out of fossil fuel subsidies, CO2 prices rising to unprecedented levels, extensive energy market reforms, and stringent low-carbon and energy efficiency mandates would be needed to achieve this transition,” it said.¶“Such policies would need to be introduced immediately and comprehensively across all countries,” the IEA added.¶The IRENA report concludes that “early action is critical” and failure to act swiftly will only increase costs further down the line.¶The IRENA scenario also predicts that more jobs will be created than lost.¶The two reports also differ on the extent to which fossil fuels would continue to be used, especially cleaner options such as natural gas.¶The reports were released ahead of a meeting on energy and climate change in Berlin, expected to attract more than a thousand participants.¶The meeting, organized by Germany, comes at a time of uncertainty about the role the United States will play in international efforts to limit global warming. U.S. President Donald Trump has pledged to roll back climate commitments made by the Obama administration.",0
Watch out: Mammals shrink when Earth heats up,"
","
March 17, 2017 / 12:11 PM
      / AP
    ","¶Global warming shrank certain animals in the ancient past, and scientists worry it could happen again.¶Warm-blooded animals got smaller at least twice in Earth’s history when carbon dioxide levels soared and temperatures spiked as part of a natural warming, a new study says.¶University of New Hampshire researcher Abigail D’Ambrosia warned that mammals — but not people — could shrivel in the future under even faster man-made warming.¶More in Climate Change¶“It’s something we need to keep an eye out for,” said D’Ambrosia, who led the new work. “The question is how fast are we going to see these changes.”¶Three different species shrank noticeably about 54 million years ago when the planet suddenly heated up. One of them — an early, compact horse — got 14 percent smaller, going from about 17 pounds to 14.6 pounds, according to an analysis of fossil teeth in Wednesday’s journal Science Advances .¶“These guys were probably about the size of maybe a dog, then they dwarfed,” said D’Ambrosia. “They may have gone down to the size of a cat.”¶Another creature that contracted was a lemur-like animal that’s the earliest known primate. It shrank about 4 percent; while it may not seem like much, it’s noticeable because studies of the animal over millions of years showed it was usually getting bigger over time, D’Ambrosia said.¶Previous studies have documented a similar shrinking of mammals, including another early horse ancestor, during an earlier warming about 56 million years ago. Scientists and farmers have also long tracked animals, such as cows, that shrink and give less milk during hotter stretches.¶This latest work shows heating and shrinking are connected over millions of years.¶“These results are very significant because they provide another independent test of whether climate drives changes in body size in mammals,” said Jonathan Bloch, curator of vertebrate paleontology at the Florida Museum of Natural History, who wasn’t part of the study. “If we start to see patterns repeat themselves, we can learn from that. And what we learn from these lessons will certainly be important as we think about the possible response of plants and animals to future climate change.”¶Both D’Ambrosia’s study and that of the earlier warming are based on fossils recovered from the Bighorn Basin of Wyoming. D’Ambrosia said it’s unlikely that the shrinking only happened there.¶In hotter climates, mammals and other warm-blooded animals need to shed heat so they shrink. Smaller animals have more skin — or fur — per pound than bigger animals so more heat can escape, making them better adapted for warmer climate. Larger animals do better in the cold because they have less skin per pound and keep their heat.¶The bigger natural warming — 56 million years ago — saw temperatures rise 9 degrees or more probably from giant belches of methane from dead plants and animals that had accumulated on the sea floor, said Princeton University climate scientist Michael Oppenheimer.",0
"Extreme coastal flooding will become the new normal in Europe, study says","
                  Shanika Gunaratna
              ","
March 16, 2017 / 4:42 PM
      / CBS News
    ","¶Extreme coasting flooding — the kind that typically hits Europe once a century — could happen as often as once a year as global warming intensifies, researchers warn. ¶Scientists from the European Commission’s Joint Research Centre considered factors like sea level rise, tides, waves, and storm surges to predict changes in “extreme sea levels” by 2100 under a few different scenarios of greenhouse gas emissions.¶Their conclusion is grim: flooding events once considered exceptional are poised to increase in frequency and push the infrastructures built to protect coastal communities past their breaking points, researchers said. ¶More in Climate Change¶The study was released this week in the journal Earth’s Future, published by the American Geophysical Union.¶The extreme coastal flooding is expected to vary considerably across Europe, according to the new projections. ¶Northern Europe is poised to be hit especially hard. Coastal communities along the Mediterranean and the Black Sea could see exceptional coastal flooding events several times a year. Along the North Sea and the Atlantic coasts of the U.K. and Ireland, sea levels could rise nearly 1 meter (3 feet). The researchers predicted lower but still serious increases in flooding along the Norwegian and Baltic Seas.¶The new study leverages new research into “wave energy flux” — that is, the energy that sea waves carry to the coastline. ¶Extreme waves are expected to carry up to 30 percent more energy by 2100, researchers project. The more energy carried by waves, the stronger they become. ¶Of course, Europe is not the only continent that should be concerned about sea level rise. Much of the U.S. is also at risk.¶In January, a report from the National Oceanic and Atmospheric Association (NOAA) warned that nearly all of the U.S. coastline is more vulnerable than the global average if severe scenarios for sea level rise come to pass this century.¶Coastal communities along the Northeast and western Gulf of Mexico are especially in danger, according to NOAA. ¶Scientists say the growing risk of coastal flooding is a result of climate change, and a prime example of the interconnectedness of environmental trends across the planet. Rapidly melting ice sheets in Greenland and Antartica, fueled by warming oceans, are among the factors accelerating sea level rise around the world. ",0
"War on global warming only way to save world's coral, study says","
","
March 15, 2017 / 5:43 PM
      / CBS/AP
    ","¶SYDNEY -- Reducing pollution and curbing overfishing won’t prevent the severe bleaching that is killing coral at catastrophic rates, according to a study of Australia’s Great Barrier Reef. In the end, researchers say, the only way to save the world’s coral from heat-induced bleaching is with a war on global warming. ¶Scientists are quick to note that local protection of reefs can help damaged coral recover from the stress of rising ocean temperatures. But the new research shows that such efforts are ultimately futile when it comes to stopping bleaching in the first place. ¶“We don’t have any tools to climate-proof corals,” said Terry Hughes, director of the ARC Center of Excellence for Coral Reef Studies in Australia and lead author of the study published on Thursday in the journal Nature. “That’s a bit sobering. We can’t stop bleaching locally. We actually have to do something about climate change.” ¶More in Climate Change¶Across the world, scores of brilliantly colored coral reefs once teeming with life have in recent years become desolate, white graveyards. Their deaths due to coral bleaching have grown more frequent as ocean temperatures rise, mainly due to increasing greenhouse gases in the atmosphere. The warner water stresses corals, forcing them to expel the colorful algae living inside them, which leaves the corals vulnerable to disease and death. Given enough time, bleached coral can recover if the water cools, but if the temperature stays too high for too long, the coral will die. ¶Preserving coral reefs is crucial, given we depend on them for everything from food to medical research to protection from damaging coastal storms. ¶Scientists and policymakers have thus been scrambling to find ways to prevent bleaching. Last year, for example, Hawaiian officials proposed several measures they hoped would fight bleaching on the state’s reefs, such as limiting fishing, establishing new marine protected areas and controlling polluted runoff from land. The question was whether such efforts could provide the corals any resistance to bleaching, or just help them recover. ¶The researchers conducted aerial and underwater surveys of the Great Barrier Reef, which has experienced three major bleaching events, the worst of which occurred last year. The scientists found that the severity of bleaching was tightly linked to how warm the water was. In the north, which experienced the hottest temperatures, hundreds of individual reefs suffered severe bleaching in 2016, regardless of whether the water quality was good or bad, or whether fishing had been banned. That means even the most pristine parts of the reef are just as prone to heat stress as those that are less protected. ¶Prior exposure to bleaching also did not appear to provide any protective benefit to the coral. The scientists found that the reefs that were highly bleached during the first two events, in 1998 and 2002, did not experience less severe bleaching last year.  ¶Ultimately, the study concluded, saving reefs from the ravages of bleaching requires urgent action to reduce global warming. ¶“I think it’s a wake-up call,” Hughes said. “We’ve been hoping that local interventions with water quality and fishing would improve the resistance of the corals to bleaching. We found no evidence that that’s actually true, at least during a very severe event.” ¶The study shows that older ways of thinking about reef management, such as reducing river runoff, are now moot points when it comes to preventing bleaching, said Kim Cobb, a climate scientist and coral researcher at the Georgia Institute of Technology in Atlanta. ¶“It all seems so quaint now, really,” said Cobb, who wasn’t part of the study. “A future that we thought was decades coming is basically here.” ¶The research also illustrated the gravity of the situation facing the 1,400-mile Great Barrier Reef. The team found 91 percent of the reef has been bleached at least once during the three bleaching events. Even more alarming, Hughes said, is that a fourth bleaching event is already underway. Corals need years to recover from bleaching, so back-to-back events increase the possibility that the bleached coral will die. ¶“This is the first time the Great Barrier Reef has not had a few years between bleaching events to recover,” Dr. Neal Cantin from the Australian Institute of Marine Science said, after Australia’s lead management agency for the reef confirmed on Friday that, for the second consecutive year, mass coral bleaching is devastating the Great Barrier Reef. ¶The study shows that very intense coral bleaching events are no longer isolated and are happening more regularly, said coral reef scientist Julia Baum of Canada’s University of Victoria. That assertion has been further bolstered by the Great Barrier Reef’s latest bleaching event, which began a few weeks ago and which Baum says has stunned scientists. ¶“None of us were expecting the water to be heating up again right now,” Baum said. “I think it’s beyond what any of us could have imagined. It’s our worst nightmare.” ¶In 2015, UNESCO placed the Great Barrier Reef on its watchlist due to concerns about the Australian government’s handling of the site. ",0
What would the U.S. look like without the EPA?,"
                  Michael Dhar
              ","
March 15, 2017 / 2:53 PM
      / Livescience.com
    ","¶Acid rain devouring New England forests. Homes built on toxic sites. Unswimmable rivers and cities cloaked in smog. The United States looked very different before the Environmental Protection Agency (EPA) arrived, but a recent Congressional bill calls for the agency’s abolition. So Americans may wonder: What would life be like without the EPA?¶In its 47 years of operation, the EPA has achieved dramatic improvements in the cleanliness of the nation’s air and water, among other accomplishments, said Sara Gregg, an associate professor of history and environmental studies at the University of Kansas. To accomplish this, however, the agency has imposed numerous regulations on industry, making itself a frequent target of critics. Last month, Congressman Matt Gaetz, R-Florida, gave those criticisms stark expression in a bill calling for the agency’s abolition on Dec. 31, 2018.¶In an email to fellow representatives about the bill, Rep. Gaetz said, “The American people are drowning in rules and regulation,” the New York Daily News reported. “And the Environmental Protection Agency has become an extraordinary offender.” (The congressman’s office did not respond to a request for comment.) [10 Ways the EPA Has Protected Earth and You]¶More in Climate Change¶President Donald Trump similarly suggested abolishing the agency during the presidential campaign, and his administration has proposed cutting the EPA’s staff by one-fifth and its budget by 25 percent, The Washington Post reported.¶These proposals ignore the reasons the agency was created, said James Salzman, a professor of environmental law at the University of California, Santa Barbara. Removing federal oversight and entrusting environmental regulation solely to the states would return the country to a failed status quo, Salzman said.¶“We’ve been there. It was called the 1960s, and it didn’t work very well,” he said.¶Before the EPA’s establishment in 1970, the country experienced a series of environmental crises, Gregg said. Famously, the Cuyahoga River in Ohio caught fire — multiple times — due to pollution. Acid rain was destroying New England forests. The 1972 Federal water pollution control act amendment declared that the nation’s rivers and streams were not fishable or swimmable, and must be cleaned up by 1982, Gregg said.¶“Congress acknowledged … that it was not safe to put your body into the water,” she said.¶Archived pictures from the 1960s and 1970s show how bad the air had gotten, with New York covered in smog, Gregg added. Louisville, Kentucky, too, wore a shroud of smog like those that cloak cities like New Delhi and Beijing today, reported Popular Science.¶“I think about … the photographs that show oil spills that were unaddressed, or the products of tanneries or lumberyards or paper production that flowed into the rivers and lakes and streams of the nation,” Gregg said. “I think about … factories spewing a range of chemicals that nobody actually understood.” [The 10 Worst Oil Spills]¶The EPA, in conjunction with legislation like the Clean Water Act and Clean Air Act, addressed those catastrophes by various means, such as requiring scrubbers in coal-fired power plants and regulating the dumping of chemicals.¶In doing so, the EPA accomplished what the states themselves couldn’t, Salzman said. Because pollution has no respect for political boundaries, a federal agency was needed, he said. That acid rain eating its way through New England trees, for example, came from pollution spewed by Midwestern coal plants. [In Photos: The World’s 10 Most Polluted Places on Earth]¶“For a variety of reasons, states were just not willing to make the tough decisions to dramatically reduce pollution,” Salzman said.¶The EPA, however, not only consolidated various agencies and efforts related to environmental protection, but also recognized the flow of pollution across spaces, Gregg said.¶“And I can’t quite wrap my mind around the idea that somehow [this flow of pollution] can be overcome by the abolition of a national-level agency,” she said.¶Today, the EPA’s work has continued to transform the country, Salzman said.¶“The results have been extraordinary, by any measure,” he said. “Our air is cleaner to breathe. ... Our waters are much cleaner. Our hazardous waste is much more safely treated and managed. And this has led to direct benefits in public health that, when quantified, are worth many billions of dollars.”¶Air quality, in particular, represents an enormous environmental-health achievement, said Tracey Holloway, a professor of environmental studies at the University of Wisconsin-Madison.¶“A lot of people don’t realize that air pollution in the United States is a success story,” she said. “We have some of the healthiest air in the world, especially considering that we use more energy than anywhere else.” [5 Ways Climate Change Will Affect Your Health]¶This has meant longer lives and fewer cases of asthma attacks and respiratory diseases, she said. Since the enactment of the Clean Air Act amendments of 1990 alone, pollution reductions avoided 160,000 premature deaths; 130,000 heart attacks; and millions of cases of respiratory problems, a 2011 EPA study estimated.¶The agency’s work has led to similar improvements in water quality, Salzman said. Other EPA efforts include the study of industrial chemicals’ health effects; the Superfund program, which allows for the cleanup and emergency evacuation of toxic sites; and the administration of the popular Energy Star program, which certifies energy-efficient appliances for consumers.¶Rep. Gaetz’s bill, of course, would not travel back in time and prevent the EPA’s birth. So would abolishing the EPA now immediately return the U.S. to the 1960s? That’s unlikely, Gregg said, because the nation’s industries have “internalized the understanding that pollution does not pay in the United States.¶“It’s not as though retrofitted coal plants would pare out their scrubbers, which they’ve invested millions of dollars in,” she said. “It just doesn’t work that way.”¶In the long term, though, conditions will degrade as new production facilities come online without regulations, she said. And some 2,000 or so new industrial substances would arrive every year without any understanding of their health risks, Popular Science reported. The country and the agency, too, still have work to do on understanding and combating pollution, particularly for ozone and particulate matter, according to a 2014 NASA report on air quality.¶And without the EPA’s abilities to quickly assess environmental hazards, future environmental disasters would be worsened, The Washington Post reported. A proposed 42-percent budget cut to the EPA’s research division already makes that a danger, the Post reported.¶In the end, the EPA is unlikely to face flat-out abolition, Salzman said, because all federal environmental legislation assumes the existence of the EPA for enforcement. So eliminating the agency would require rolling back those laws, too, which is unlikely, he said.¶“It’s hard for me to imagine that there would be public support to rewrite all of our major environmental laws,” he said.¶Budget cuts, however, and efforts to return regulation to the states, are very real possibilities, Gregg said. Long-established efforts, like those mandated by the Clean Water Act, should be more resistant to proposed cuts, but newer programs, like environmental-justice efforts could disappear, she said. (These efforts aim to make environmental protection equitable for all people, according to the EPA.) Radon testing, lead cleanup and industrial-site cleanup are also at risk, Grist magazine reported.¶Gaetz’s bill still stands as a symbolic criticism, representing charges that the agency stifles the economy, though research doesn’t support that idea, Salzman said. The economic benefits of the 1990 clean air amendments, for example, would outpace losses by a factor of 30 by 2020, the 2011 EPA study estimated.¶“The EPA was created to protect the environment for all of us, not to kill jobs,” Salzman said. “And they don’t kill jobs, on balance.”¶Follow Michael Dhar @michaeldhar. Follow us @livescience, Facebook & Google+. Original article on Live Science.",0
