text,denial?
"The fact that we have had if anything cooling global temperatures over the last decade, not withstanding continued dramatic increases of carbon dioxide emissions, suggests the role of CO2 is not nearly as clear as the climate catastrophists suggest.",1
I think the climate change science is far from settled.,1
"The issue is not whether climate change happens (after all, grapes grew in Britain in Roman times; crops grew in Greenland in the middle ages; and the River Thames froze in winter during the 1600s) but how much of it is man-made and what can realistically be done to tackle it.",1
"The thesis that carbon dioxide is uniquely responsible for global warming has run up against a serious problem, and that is the fact that the climate has if anything been cooling slightly over the last decade, while there have been continued massive increases in carbon dioxide emissions.",1
"I am, as you know, hugely unconvinced by the so-called settled science on climate change. [...] I mean, I just think that the science is highly contentious, to say the least.",1
Another big problem with any Australian emissions reduction scheme is that it would not make a material difference to atmospheric carbon concentrations unless the big international polluters had similar schemes.,1
The climate change argument is absolute crap...,1
"Even if global warming is as bad as the doomsayers claim, it’s better to respond correctly than to respond tomorrow. Man-made CO2 emission have been happening for centuries and I daresay the planet could cope if we respond intelligently in 2012 rather than foolishly in 2010.",1
"Even if they are adding to climatic extremes, humanity may be able to cope with only modest adjustments.",1
We can’t conclusively say whether man-made carbon dioxide emissions are contributing to climate change.,1
"As the ABC’s Chris Uhlmann has instructively remarked, if we can’t predict the weather a week in advance and can’t accurately forecast next year’s budget deficit, how can we be so sure about climate and its economic consequences in 100 years time?",1
"While many scientists, perhaps even a strong numerical majority, think that carbon dioxide is the principal factor in variations in global climate, others question the significance of the role of a naturally occurring trace gas and attribute climate change mainly to variations in solar activity.",1
There may even have been a slight decrease in global temperatures (the measurement data differs on this point) over the past decade despite continued large increases in emissions associated with the rapid economic growth of China and India.,1
"The scientists associated with the United Nations Intergovernmental Panel on Climate Change have concluded that man-made carbon dioxide emissions are probably responsible for climate change which, they think, is likely to result in up to one metre rises in sea levels over the next century, up to six degrees increases in temperatures and more extreme weather. A difficulty for this thesis is that man-made carbon dioxide emissions have been increasing substantially for at least a hundred years but significant global warming only seems to have occurred in the last quarter of the last century.",1
"the science indicates that human activity is not the cause of all this global warming. And that in fact, nature is the cause, with solar flares, etc.",1
"Carbon dioxide is natural. It occurs in Earth. It is a part of the regular lifecycle of Earth. In fact, life on planet Earth can’t even exist without carbon dioxide. So necessary is it to human life, to animal life, to plant life, to the oceans, to the vegetation that’s on the Earth, to the, to the fowl that — that flies in the air, we need to have carbon dioxide as part of the fundamental lifecycle of Earth.",1
"Carbon dioxide is portrayed as harmful, but there isn’t even one study that can be produced that shows that carbon dioxide is a harmful gas… It is a harmless gas",1
The tax cap and trade system for limiting emissions is just another tax on businesses.,1
"this 97% [of climate scientists accepting human-caused global warming], that doesn't mean anything.  I named literally thousands of scientists on the floor...and these were top people.",1
the cost to the American taxpayers [of climate legislation] would be between 3 and 4 hundred billion dollars a year,1
"Regarded as the “greatest scandal of our generation” by the UK Telegraph, “Climategate,” as the scandal is called, discloses what scientists over the years had been telling me: the so-called “consensus” is simply wrong.",1
"In 2007, I released my first report detailing over 400 scientists who rejected the so-called “consensus” that global warming is causing a planetary disaster; today, that list stands at well over 700 scientists.",1
"In short, some parts of the IPCC process resembled a Soviet-style trial, in which the facts are predetermined, and ideological purity trumps technical and scientific rigor. ",1
"The now-infamous ""hockey stick"" graph was enthusiastically embraced by the IPCC, which used it as a basis of the Third Assessment. Dr. Michael Mann of the University of Virginia was its principal author. The study, which Mann and others conducted, examines climate trends over the past 1,000 years. As many scientists have pointed out since its publication, it contains many flaws. ",1
"For the last several minutes I have been talking about natural climate variability over the past 1,000 years. But we can go back even further in history to see dramatic changes in climate that had nothing to do with SUVs or power plants. ",1
"Energy suppression, as official government and non-partisan private analyses have amply confirmed, means higher prices for food, medical care, and electricity, as well as massive job losses and drastic reductions in gross domestic product, all the while providing virtually no environmental benefit. In other words: a raw deal for the American people and a crisis for the poor. ",1
"It's also important to question whether global warming is even a problem for human existence. Thus far no one has seriously demonstrated any scientific proof that increased global temperatures would lead to the catastrophes predicted by alarmists. In fact, it appears that just the opposite is true: that increases in global temperatures may have a beneficial effect on how we live our lives. ",1
"I would like to submit at the end of my remarks a July 8 editorial by former Carter Administration Energy Secretary James Schlesinger on the science of climate change. In that editorial, Dr. Schlesinger takes issue with alarmists who assert there is a scientific consensus supporting their views.",1
Appell and Blix sound very much like those who warned us in the 1970s that the planet was headed for a catastrophic global cooling.,1
"Kyoto, and Kyoto-like policies developed here in this body, would cause the greatest harm to the poorest among us. ",1
Climate alarmists see an opportunity here to tax the American people,1
The claim that global warming is caused by man-made emissions is simply untrue and not based on sound science.,1
C02 does not cause catastrophic disasters-actually it would be benefitical to our environment and our economy.,1
"Only argument for AGW is models, (a)nd they have not predicted stasis in last decade. So models falsified",1
"Similarly, we have all heard the dire predictions on sea level rise, but once again the sea level rise has been observed to be decelerating, not accelerating as predicted by the models. ",1
...since the very accurate Argo Buoy network was launched in 2003 there has been no heating of the globes oceans.,1
"Problematically, the predictions made by the Intergovernmental Panel on Climate Change using these much venerated models have not matched what has been observed. In terms of global average temperature, the models predicted an increase in the last decade, even for the case where carbon dioxide concentration is held constant. Observations using the IPCC's own Hadley Climate Research Unit dataset show no increase in global temperatures this century.",1
"The whole premise of mankind and, in particular, carbon dioxide emissions being responsible for climate change is not the result of fundamental physics but of computer model outputs. Computer models must be judged in terms of their predictive capacity, and it is here that these models have proved to be lacking. It has been said of computer models it is garbage in, garbage out, except in the case of climate change computer models, where it is garbage in, gospel out. ",1
"In the case of electricity, apart from nuclear we have nowhere to go. We are already paying massive costs associated with a small penetration from renewables.",1
Why then is the government introducing job-killing legislation?,1
"Even if we [Australia] reach the five per cent reduction—and government figures show an increase from 580 million tonnes to 620 million tonnes by 2020, an increase not a decrease—then global average temperatures will only be a few thousandths of a degree cooler than business as usual. If we reach 50 per cent less CO",1
"'On the decadal rates of sea level change during the 20th century', by Holgate, found no acceleration of sea levels. Similarly, the paper on the dynamic response of reef islands showed that many of the islands in the Pacific have actually been increasing in area. 'Sea-level acceleration based on US tide gauges and extensions of previous global-gauge analyses' shows there has been no acceleration—in fact, a deceleration in sea-level rise.",1
"Since the launch of the Argo network, what do we have? 'Tracing the upper ocean's missing heat' acknowledges there has been no increase but in fact a decrease in ocean temperature since 2003—they cannot explain it. ",1
"'On the observational determination of climate sensitivity and its implications' by pre-eminent scientist, Richard Lindzen, found that the feedbacks have been overstated.",1
All of their [IPCC] ensemble models indicated that there should have been an increase in temperatures this decade. ,1
"I do not accept the premise of anthropogenic climate change, I do not accept that we are causing significant global warming and I reject the findings of the IPCC and its local scientific affiliates.",1
"have a look at the data for Darwin. If you look at the raw data from the last 110 years, it shows that temperatures have gone down by 0.7 degrees per century. Funnily enough, after 'homogenisation' by the CSIRO and Bureau of Meteorology, the data magically shows an increase of 1.2 degrees per century. You wonder why I call for a royal commission!",1
"So what we have is a more and more desperate anthropogenic global warming theory supporters club who, when the data indicates that the planet has not been heating for the last 10 years and the oceans have not heated for at least the last five, tell us that global warming is happening even more quickly than the theory predicts. ",1
[we should not] persuade the world to impoverish itself by moving from relatively cheap carbon-based energy to much more expensive non-carbon energy.,1
"if there is a resumption of warming, the only rational course is to adapt to it, rather than to try (happily a lost cause) to persuade the world to impoverish itself ",1
so far this century both the UK Met Office and the World Meteorological Office confirm that there has been no further global warming at all.,1
"recent research findings show that the increased evaporation from the Arctic ocean, as a result of warming, will cause there to be more cloud cover, thus counteracting the adverse effect he is so concerned about.",1
"the polar bear population has not been falling, but rising.",1
"while satellite observations do indeed confirm that the extent of arctic sea ice has been declining over the past 30 years, the same satellite observations show that, overall, Antarctic sea ice has been expanding over the same period.",1
"Although its now famous “hockey stick” chart of temperatures over the last millennium, which inter alia featured prominently in the UK Government’s 2003 Energy White Paper, is almost certainly a myth, the IPCC refuses to entertain any challenge to it",1
"While CO2 is indeed a greenhouse gas, increasing concentrations of which may be expected to have (other things being equal) a warming effect, scientists disagree about how large that effect may be (this is particularly affected by ignorance of the effect of clouds). And, of course, other things may not be equal: there is much in climate science that remains unknown. ",1
"On the science, I think that you are clearly right that the science is far from certain, it is very uncertain, and the more you look at it the clearer that is the case, it is certainly the case that carbon dioxide concentrations in the atmosphere have been increasing rapidly that carbon dioxide is a greenhouse gas. Not the most important one but it is a greenhouse gas, and that prima facia you would expect it to have some warming effect.",1
"Whether it [C02] is a major or minor contribution to [global] warming is extremely uncertain, the scientists don’t really know.",1
"All true scientists in this field say there is enormous doubt, enormous uncertainty, it is very very slight warming in last quarter of the 20thCentury but no further warming in this century from official Met Office figures. The acid test is temperature, that is what all of the scientists agree. The only reason this becomes an issue is because of the slight rise in temperature in the last half of the Twentieth Century.",1
"Certainly, it is curious that, whereas their models predicted an acceleration in global warming this century as the growth in emissions accelerated, so far this century there has been no further warming at all.",1
"Environmental Protection Agency bureaucrats plan to regulate carbon emissions themselves, doing an end run around the American people. ",1
"But while we recognize the occurrence of these natural, cyclical environmental trends, we can't say with assurance that man's activities cause weather changes.",1
any potential benefits of proposed emissions reduction policies are far outweighed by their economic costs. ,1
"As governor of Alaska, I took a stand against politicized science when I sued the federal government over its decision to list the polar bear as an endangered species despite the fact that the polar bear population had more than doubled.",1
the documents show that there was no real consensus even within the CRU crowd.,1
"Some scientists had strong doubts about the accuracy of estimates of temperatures from centuries ago, estimates used to back claims that more recent temperatures are rising at an alarming rate. ",1
"With the publication of damaging e-mails from a climate research center in Britain, the radical environmental movement appears to face a tipping point. The revelation of appalling actions by so-called climate change experts allows the American public to finally understand the concerns so many of us have articulated on this issue. ",1
"The e-mails reveal that leading climate ""experts"" deliberately destroyed records, manipulated data to ""hide the decline"" in global temperatures",1
The Americans hit hardest [by cap and trade] will be those already struggling to make ends meet,1
"I am deeply concerned about President Obama's cap-and-trade energy plan, and I believe it is an enormous threat to our economy. It would undermine our recovery over the short term and would inflict permanent damage. ",1
"I'm not one to attribute every activity of man to the changes in the climate. There is something to be said also for man's activities, but also for the cyclical temperature changes on our planet.",1
"A changing environment will affect Alaska more than any other state, because of our location. I’m not one though who would attribute it to being man-made.",1
You notice they don’t call it global warming anymore. It’s weather control. [climate change],1
"the greatest hoax I think that has been around for many, many years if not hundreds of years has been this hoax on the environment and global warming",1
"over 30,000 scientists signed a petition recently directly disputing the claims on which this policy is based. ",1
Washington bureaucrats have classified the very air we exhale as a pollutant and have gone unchallenged in this incredible assertion. The logical consequence is that there will come a time when we will have to buy a government permit just to emit carbon dioxide into the atmosphere from our own lungs!,1
"Spain has been massively diverting capital from the private sector into politically favored environmental projects for the better part of a decade...every green job created, eliminated 2.2 real jobs and cost around $800,000 each!",1
"The Cap and Trade Bill HR 2454 was voted on last Friday. Proponents claim this bill will help the environment, but what it really does is put another nail in the economy’s coffin. ",1
there is no consensus in the scientific community that global warming is getting worse or that it is manmade,1
"There’s lots of layers to it. But at least as to any potential man-made contribution to it, it’s fair to say the science is in dispute.",1
"The weight of the evidence is that most of it, maybe all of it, is because of natural causes.",1
The climate's always changing. So there's no doubt that climate changes. The real question is why is it changing and how much of it if any is attributable to human behaviour.,1
"The weight of the science indicates that if there's any human behaviour involved, it's a modest amount.",1
I think climate change occurs but I think the bulk of it is mostly natural historic trends in the climate,1
"We need to do it in ways that don’t burden the economy. Cap and trade, I think, would be a disaster in that regard.",1
There is no question the climate is changing. The more interesting question is how much of that is man-made versus natural causes.,1
"You can argue, you know, that the world is the globe is warming as it always has for natural reasons but I think the way indicates, at least some of it, you can argue whether it’s 1/2% or something more substantial, you know, is caused by human behavior. ",1
"No, most likely the primary control knob [for climate] is the ocean waters and this environment that we live in [not CO2].",1
"To stand up and say that 100 percent of global warming is because of human activity, I think on its face, is just indefensible.",1
The idea that science is just absolutely settled… that is so inappropriate from my perspective.,1
"I believe the climate is changing. I believe some of it is naturally occurring, but some of it is also caused by manmade activity. ",1
The science is not settled on this. The idea that we would put Americans' economy at jeopardy based on scientific theory that's not settled yet to me is just nonsense.,1
Just because you have a group of scientists who stood up and said here is the fact. Galileo got outvoted for a spell.,1
"I mean, it -- I mean -- and I tell somebody, I said, just because you have a group of scientists that have stood up and said here is the fact, Galileo got outvoted for a spell.",1
"I just happen to believe that, you know, the earth’s temperature has been moving up and down for millenniums now and there are enough scientists skeptical about the reasons for it.",1
there are a substantial number of scientists who have manipulated data so that they will have dollars rolling into their projects,1
implementing these anti-carbon programs is in the billions if not trillions of dollars at the end of the day. ,1
"Yes, our climates change. They've been changing ever since the earth was formed.",1
"We're seeing weekly, or even daily, scientists who are coming forward and questioning the original idea that man-made global warming is what's causing the climate to change",1
You answer the question by making projections based on models providing the models are validated and proven to be accurate. And the models have already been proven to be inaccurate and the IPCC (Intergovernmental Panel on Climate Change) has recognised that and admitted it.,1
"We've had a pause in this so-called warming for now 21 years, depends how you measure it, 21 years.",1
"There is nothing unusual occurring in temperatures. We’re not encountering any unusual warming. It’s all entirely natural.  And we’ve had no unusual warming at all according to NASA science satellites since the last, since 1995, that’s 21 years.",1
"The empirical evidence shows that carbon dioxide levels in the atmosphere change as a result of temperature changes, not a cause of temperature changes.",1
"There’s not one piece of empirical evidence anywhere, anywhere, showing that humans cause, through CO? production, climate change.",1
The truth is that CO2 is not a pollutant.  ,1
the effect of CO2 on climate is less than previously thought,1
The CERN study demonstrated that it is cosmic rays from the Sun that determine global cloud cover - and clouds have dramatically more to do with temperature than the miniscule amounts of CO2 in the atmosphere.,1
"I am speaking, of course, about Climate Gate...The unauthorized release of those internal memos, exposed the shenanigans of the man-made global warming alarmists, and the crime being committed against science and the public. ",1
the polar bears are not becoming extinct,1
the much touted melting in the ice caps has now reversed itself the last few years,1
the words “Climate Change” have replaced Global Warming. ,1
"the NOAA National Climatic Data Center shows that ground surface temperatures have flattened out and there hasn’t been any net warming since 1998; and the RSS Microwave Sounding Units (MSU) operating on NOAA satellites, show a net cooling since 1998",1
the earth quit warming and now may be in a cooling cycle.,1
"about nine years ago, even as more CO2 was being pumped into the air, the earth quit warming",1
"The alarmists have reported over and over again, the Earth is dramatically heating up.  Look close at what date was picked as the baseline for comparing temperatures.  It is 1850, the end of a 500 year decline in the Earth’s temperatures – the Little Ice Age.",1
"Well, this is a battle for truth and we are up against a political machine yelling CASE CLOSED",1
for the past thirty years the alarmists have been spouting “Chicken Little” climate science. ,1
"Frankly, I believe CO2 is so irrelevant that it should not be the focus of air standards and regulations.  Other gases, like NOX, which are damaging to human health should be a much higher priority.  It’s global pollution, not global warming, that we should be concerned about.",1
"The temperature of the planet isn’t man-made, and we can’t do anything about it. ",1
"CO2 is less than one half of one tenth of one percent of the atmosphere, and human kind’s contribution to that represents a small fraction of that one half of one tenth of one percent.  To say it is miniscule is not small enough.  It’s microscopic.",1
We also believe man-made CO2 buildup may have a minor impact. ,1
"skeptics, like me, believe solar activity, or the Sun, is the major factor in creating the Earth’s climate cycles, including the one we’re currently in.",1
"there were very few, if any, human beings around a million years ago, but there were climate cycles.",1
So how about those ice caps on Mars that seem to expand and recede mirroring our own polar ice caps?  Doesn’t that point to the Sun rather than human activity?,1
So how about those ice caps on Mars that seem to expand and recede mirroring our own polar ice caps? ,1
"Prominent scientists who have been skeptical with the claims of man-made Global Warming have themselves been cut from research grants, and obstructed when trying to publish peer reviewed dissenting opinions.",1
"The general public and decision makers for decades have been inundated with phony science, altered numbers, and outright fraud. ",1
"as the crusade against Man-made Global Warming grows in power, more evidence surfaces every day that the scientific theory, on which the alarmists base their crusade, is totally bogus. ",1
"In my lifetime there’s been no greater example of this threat...than the insidious coalition of research science and political largess, a coalition that has conducted an unrelenting crusade to convince the American People that their health and safety, and yes the very survival of our planet, is at risk due to man-made global warming.  The purpose of this greatest of all propaganda campaigns is to enlist public support for, if not just acquiescence to, dramatic mandated change of our society, and to our way of life.",1
There was a period that we call this 'Medieval Warming Period...and it was warmer then,1
"There was a period that we call this 'Medieval Warming Period', is there any suggestion that that was caused by an increased level of CO2, especially by human beings, and if not...and it was warmer then, how can we then say scientifically that today's cycle that seems to be a little bit warming anyway, was caused by CO2?",1
"Do you believe the Sun and natural causes may have more to do with cycles the Earth is going through, including the current one, than mankind's use of fossil fuel?",1
"the phrase ""case closed""...is nothing more than an attempt to shut off debate and honest discussion",1
"this old world has had many cycles of warming and cooling, influenced by solar activity, volcanoes, even forest fires and many other natural factors....We need not fear the thunder, and we need not fear climate cycles.",1
"Carbon dioxide is....being portrayed as a pollutant; in fact, it makes things grow, and it is not toxic to humans.",1
"That explains why one sees similar temperature cycles on Mars and Jupiter to the cycles here on our planet.  That's why ice caps on those planets, like ours, expand and contract.  It's the Sun stupid.",1
So what causes the Earth's warming and cooling cycles?  How about Sun spots?  Yes – solar activity.,1
"So this is the challenge, many prominent scientists, including the head of the Russian Academy of Science, who I recently met, are now confirming that a rise in CO2 comes after global temperature increases, not before.",1
"Can one huge volcano spew more CO2 into the atmosphere than all the people?  Yes, but it's still our fault.",1
"although mankind is responsible for significantly less than 10% of all CO2 in the Earth's atmosphere, we are told climate change is still our fault.",1
"The words ""climate change"" have now replaced the words ""global warming.""  Get that?  Every time you hear it the words ""climate change,"" it is evidence of error r deceit on the part of the radical environmentalists.  So no matter what happens now that ""climate change"" has replaced global warming, whether it's hotter or cooler, it can be presented as further verification of human caused change.",1
"Yes, of the 13-odd populations of polar bears, there are perhaps one or two that are in decline, but all the rest of the polar bear populations are expanding.",1
"In the Arctic, of course, we do recognize there has been some rise in temperatures, likely due to ocean currents that have changed in the last few years and, emphatically, not due to CO2 that comes from somebody's SUV.",1
"The Arctic is, in fact, returning to temperature levels of teh 1940s.",1
"in the Antarctic, where the penguins are, there is a buildup of ice.",1
No weather or climate model has ever been accurate as what the alarmists would have us believe.,1
"climate modeling, which is the basis of almost all the alarmist predictions, it not an exact science.",1
Mr. Hansen said the temperatures would rise by a third of a degree just a little over a decade ago.  And the answer is that the predictions have turned out to be dramatically wrong.  Temperatures during that decade rose only one-third of what was predicted by Hansen.,1
"1850 marked the bottom of a 500 year decline in the earth's temperature.  Yes, it was a cycle trending down, and then it started trending up.",1
The cap-and-trade legislation now being considered in Washington would cost American industry 600 billion dollars.  This of course will simply be passed onto consumers in the price of the goods we purchase.,1
"It is not only NOT getting warmer, hurricanes are at a 30-year low.",1
"there is no consensus.  Yet we are bombarded by radical environmentalists, and the media hype, with the common refrain ""Case Closed: Global warming is real.""",1
"the Oregon Institute of Science and Medicince, the OISM, released the names of some 31,478 scientists who signed a petition rejecting the claims of human-cased global warming.",1
"it has not been getting warmer for 8 years now, and it is hard for everybody to ignore that fact, especially as more and more scientists are pointing this out.",1
"The government can’t change the weather. I said that in the speech. We can pass a bunch of laws that will destroy our economy, but it isn’t going to change the weather. Because, for example, there are other countries that are polluting in the atmosphere much greater than we are at this point, China, India, all these countries that are still growing. They’re not going to stop doing what they’re doing. America is a country, it’s not a planet. So we can pass a bunch of laws or executive orders that will do nothing to change the climate or the weather but will devastate our economy.",1
"First of all, the climate is always changing. That's not the fundamental question, the fundamental question is whether man-made activity is what's contributing most to it. I understand that people say there is a significant scientific consensus on that issue, but I've actually seen reasonable debate on that principle.",1
"One hundred and fifty million years ago the carbon dioxide level in the atmosphere was almost ten times what its pre-industrial level was, and more than ten times the 180 ppm that carbon dioxide got down to during the ice ages of the last one million years.",1
"The Earth has been in a warming trend since the depth of the Little Ice Age around 1680. Human emissions of carbon dioxide were negligible before 1850 and have nearly all come after the Second World War, so human carbon dioxide cannot possibly have caused the trend.",1
"The climate models all predict that as the planet warms, a hot spot of moist air will develop over the tropics about 10 kilometres up, as the layer of moist air expands upwards into the cool dry air above. During the warming of the late 1970s, ’80s and ’90s, the weather balloons found no hot spot. None at all. Not even a small one. This evidence proves that the climate models are fundamentally flawed, that they greatly overestimate the temperature increases due to carbon dioxide.",1
"The official thermometers are often located in the warm exhaust of air conditioning outlets, over hot tarmac at airports where they get blasts of hot air from jet engines, at waste-water plants where they get warmth from decomposing sewage, or in hot cities choked with cars and buildings.",1
THE notion that human activity has an alarming influence on climate is based on Intergovernmental Panel on Climate Change reports and spurious claims about a scientific consensus,1
the rate of increase in sea level has not changed since satellites first began measuring it reliably in 1993,1
"A new record high for snow cover was set in the winter of 2008/2009, and there is some chance that a further record high will be set this year.",1
"The global sea-ice record shows virtually no change throughout the past 30 years, because the quite rapid loss of Arctic sea ice since the satellites were watching has been matched by a near-equally rapid gain of Antarctic sea ice.",1
The IPCC’s current thinking is that up to 2° of warming compared with the present would be harmless and even beneficial.,1
"In particular, the models predict that if and only if Man is the cause of warming, the tropical upper air, six miles above the ground, should warm up to thrice as fast as the surface, but this tropical upper-troposphere “hot-spot” has not been observed in 50 years of measurement by balloon-mounted radiosondes, sondes dropped from high-flying aircraft, or satellites.",1
"There was a remarkable spike in global temperatures in 1998, caused not by manmade “global warming” but by a Great El Niño event – an alteration in the pattern of ocean currents that begins in the equatorial eastern Pacific and spreads around the globe, lasting a few months. In the first nine months of 2010 there was another substantial El Niño, but even at its peak it did not match the Great El Niño of 1998.",1
Since late 2001 there has been virtually no “global warming” at all.,1
"A recent paper by Professors David Douglass and Robert Knox of Rochester University, New York, has established that – contrary to various climate-extremist assertions – there has been no net accumulation of “missing energy” in the form of heat in the oceans worldwide in the six years since ocean heat content was first reliably measured by the 3000 automated ARGO bathythermographs in 2003.",1
"even if all of the climate science was accepted as good science, we still need to worry about the bad economics and bad policy analysis that had been used to leap from conclusions - to leap to conclusions about what should be done from that basis.",1
it's a wholesale change in the entire world's energy system that you commit yourself to when you say we're going to go for preventing global warming,1
the costs of [CO2 limits] by itself would have far outweighed any benefit we could have gotten from those changes,1
We would not notice a difference to the US to anything that was happening to us because of climate [if we introduce CO2 limits],1
clearly climate change regulations will diminish [economic productivity],1
"No, [the danger posed to the economy by not acting to reduce climate change] does not [outweigh the economic costs to the country of CO2 limits]",1
"the Waxman-Markey [climate] bill with costs in the range of $1,000-2,000 per household, a loss of 1-2% of GDP of what it would be otherwise, and perhaps close to a doubling of electricity prices",1
[wind energy] is a more expensive way of producing energy than the alternative,1
US emission reductions are likely to have costs far greater than their benefits,1
efforts to reduce our own emissions would make almost no difference to global temperature,1
"The science is now all-but-settled on global warming, convincing new evidence demonstrates, but Al Gore, the IPCC and other global warming doomsayers won’t be celebrating. The new findings point to cosmic rays and the sun — not human activities — as the dominant controller of climate on Earth.",1
I want to know why the Chinese studies come up with no hockey stick,1
the entire globe has cooled quite a bit,1
"CO2 cannot cause global warming. I'll tell you why. It doesn't mix well with the atmosphere, for one. For two, its specific gravity is 1 1/2 times that of the rest of the atmosphere. It heats and cools much quicker. Its radiative processes are much different. So it cannot -- it literally cannot cause global warming.",1
"NASA satellites suggest that the heat the models say is trapped, is really escaping to space, that the ‘sensitivity’ of the atmosphere to CO2 is low and the model assumed positive feedbacks of water vapor and clouds are really negative.",1
"Do you realize how small that is for a trace gas necessary for life on the planet? it is almost incomprehensible that this has taken off the way it has, the whole argument, it contradicts what we call the first law of thermodynamics: energy can neither be created or destroyed. So to look for input of energy into the atmosphere, you have to come from a foreign source and it is already out there.",1
"When you look at carbon dioxide, it increases 1.5 parts per million each year. We contribute 3 percent of that, which means means that the human contribution is one part per 20 billion.",1
"In light of the recent global temperature record it is appropriate to ask the government – as indeed, Senator Fielding has - why 1998 remains the warmest year in the record and why global average temperatures have persisted at about the same value (0.4oC above the 1961-1990 average) since 1997.",1
Carbon dioxide levels have continued to rise but global temperatures have flat-lined since 1997.,1
"There is rising recognition that introduction of a carbon tax under the guise of ""cap and trade"" will be personally costly, economically disruptive to society and tend to shift classes of jobs offshore.",1
"...despite rising carbon dioxide concentrations, global warming seems to have taken a holiday.",1
"It's like when I see that the warmest period ever was in the '30s during -- and there were much lower CO2 levels. And then, as the glaciers retreat, there are big forests that we realize in the Middle Ages it was warmer than it was now.",1
"Like all the other errors in the IPCC report, including the infamous suggestion that all Himalayan glaciers would be gone by 2035 rather than 2350, this mistake exaggerates the potential warming. It is beyond coincidence that all these errors should be in the same direction. ",1
"And ocean heat content has decelerated, if not flattened, in the past decade.",1
Remember Jim Hansen of NASA told us in 1988 to expect 2-4 degrees in 25 years. We are experiencing about one-tenth of that.,1
"Since 1960 we have had roughly one-third of a doubling, so we must have had almost half of the greenhouse warming expected from a doubling – that’s elementary arithmetic, given that the curve is agreed to be logarithmic. Yet if you believe the surface thermometers* (the red and green lines), we have had about 0.6C of warming in that time, at the rate of less than 0.13C per decade – somewhat less if you believe the satellite thermometers (the blue and purple lines). So we are on track for 1.2C*.  We are on the blue line, not the red line*.",1
"Tropical storm* intensity and frequency have gone down, not up, in the last 20 years. Your probability* of dying as a result of a drought, a flood or a storm is 98% lower globally than it was in the 1920s.",1
"Greenland is losing ice at the rate of about 150 gigatonnes a year, which is 0.6% per century.",1
Sea level* is rising at the unthreatening rate about a foot per century and decelerating.,1
It was warmer in the Middle ages* and medieval climate change in Greenland was much faster.,1
Ocean acidification looks suspiciously like a back-up plan by the environmental groups in case the climate fails to warm: another try at condemning fossil fuels.,1
"The world stopped getting warmer almost 16 years ago, according to new data released last week",1
"Based on readings from more than 30,000 measuring stations, the data was issued last week without fanfare by the Met Office and the University of East Anglia Climatic Research Unit. It confirms that the rising trend in world temperatures ended in 1997.",1
Other research is beginning to show that cyclical changes in water vapour - a much more powerful greenhouse gas than carbon dioxide - may account for much of the 20th Century warming.,1
"for the past 15 years, global warming has stopped.",1
