article,denial?
" By Dr. Tim Ball It is not surprising that Roe and Baker explained in a 2007 Science paper that, “The envelope of uncertainty in climate projections has not narrowed appreciably over the past 30 years, despite tremendous increases in computing power, in observations, and in the number of scientists studying the problem.” The Intergovernmental Panel on Climate Change (IPCC) wasn’t designed to improve the uncertainty. Rather, it was mandated, designed and operated to isolate human effects. The IPCC let the public believe they are examining the entire climate system. From a climate mechanism perspective, they only look at one or two very minor components. It is like describing a car and how it operates by ignoring the engine, transmission, and wheels while focusing on one nut on the right rear wheel. They are only looking at one thread on the nut, human CO2. Read the rest at Dr. Tim Ball’s A Different Perspective",1
" Investors.com Economic Systems: The alarmists keep telling us their concern about global warming is all about man’s stewardship of the environment. But we know that’s not true. A United Nations official has now confirmed this. At a news conference last week in Brussels, Christiana Figueres, executive secretary of U.N.’s Framework Convention on Climate Change, admitted that the goal of environmental activists is not to save the world from ecological calamity but to destroy capitalism. “This is the first time in the history of mankind that we are setting ourselves the task of intentionally, within a defined period of time, to change the economic development model that has been reigning for at least 150 years, since the Industrial Revolution,” she said. Referring to a new international treaty environmentalists hope will be adopted at the Paris climate change conference later this year, she added: “This is probably the most difficult task we have ever given ourselves, which is to intentionally transform the economic development model for the first time in human history.”

Read More At Investor’s Business Daily",1
" By Christopher Booker, telegraph.co.uk When future generations look back on the global-warming scare of the past 30 years, nothing will shock them more than the extent to which the official temperature records – on which the entire panic ultimately rested – were systematically “adjusted” to show the Earth as having warmed much more than the actual data justified. Two weeks ago, under the headline “How we are being tricked by flawed data on global warming”, I wrote about Paul Homewood, who, on his Notalotofpeopleknowthat blog, had checked the published temperature graphs for three weather stations in Paraguay against the temperatures that had originally been recorded. In each instance, the actual trend of 60 years of data had been dramatically reversed, so that a cooling trend was changed to one that showed a marked warming. This was only the latest of many examples of a practice long recognised by expert observers around the world – one that raises an ever larger question mark over the entire official surface-temperature record. Read the rest of the article here.",1
" By Mark Whittington, examiner.com  The World Economic Forum occurring in Davos, Switzerland, held to discuss what its participants claim are vexing problems, has already been ridiculed for the large number of private planes that it has taken to bring the elites to the conference. But that little bit of hypocrisy is nothing compared to what CityMetric reported on Thursday. Former Vice President Al Gore and former Mexican President Felipe Calderon have proposed that global warming should be dealt with by banning all automobiles in urban areas. The scheme would mean spending $90 trillion to redesign all cities to make mass transit and walking viable. Qui Shi Huang, who built the Great Wall of China, and the pharaohs, who built the pyramids, were pikers compared to Gore and Calderon. Their scheme to get rid of cars by rebuilding every city on Earth would be the public works project to end all public works projects. The proposal goes beyond any economic stimulus project ever imagined by any government. The theory is that urban sprawl has caused people to be dependent on automobiles to get around. Most automobiles use internal combustion engines to move. Internal combustion engines exude greenhouse gasses. Greenhouse gasses are inexorably raising the temperature of the Earth that, if not stopped, will cause life to become unsustainable. For this reason, we have to spend $90 trillion to gather everybody in every city into huge centralized habitats connected by rail or other transportation systems, One suspects that giving everyone a Tesla electric car and a solar power system to recharge its batteries would accomplish the same goal. Why Gore and Calderon did not think of that is not something that has been revealed. But remember, Al Gore came within a few hundred votes in Florida of becoming president of the United States.",1
"  By Elmer Beauregard At a time when most Republicans have realized the Global Warming is a hoax, Mitt Romney decided to go against the tide and come out of the closet on Global Warming last Wednesday when he said. I’m one of those Republicans who thinks we are getting warmer and that we contribute to that, This is probably what he actually believes and I’m glad he came out now instead of later. Maybe he thinks this will set him apart from the other Republican candidates. But it could be that he just read headlines like this one and didn’t read any deeper. By 98 to 1, U.S. Senate passes amendment saying climate change is real, not a hoax He might actually have thought that all the Senators (except one) are Climate Change believers and figured he better hitch up to that wagon. When actually the majority of Republican Senators are Global Warming skeptics and just can’t figure out a way to vote on it. Either way he screwed the pooch and probably won’t be the Republican nominee in 2016.",1
"  By Elmer Beauregard The Senate voted this week on whether Climate Change is real or a hoax, I think it’s a hoax and here’s why. I’m sure you’ve heard in the news that 2014 was supposed to be the hottest year ever. If it actually was “hottest year ever” you’d think all the terrible calamities that are supposed to happen would be happening now but instead the opposite is happening. 1. Record Ice In 2014 there was record sea ice in Antarctica  in fact a global warming expedition got stuck in it. Arctic sea ice has also made a nice comeback in 2014. The Great lakes had record ice Lake Superior only had 3 ice free months in 2014. You’d think that in the hottest year ever that ice would be melting like Al Gore said. 2. Record Snow 2014 saw record snowfall in many areas, remember when they said that global warming would cause snow to disappear and children won’t know what snow is. 3. Record Cold In 2014 we saw all kinds of cold records remember the Polar Vortex? You’d think that we’d be breaking all kinds of heat records in “the hottest year ever” 4. Oceans Are Rising Much Less Than Predicted
 Al Gore predicted that oceans would rise 20 feet by 2100, it looks like were on track for about a foot. 80% of the tide gauges show less rise than the official “global average”. Many tide gauges show no rise in sea level, and almost none show any acceleration over the past 20 years. 5. Polar Bears Are Thriving You’d think that Polar Bears would really be in trouble in 2014 “the hottest year ever” but they are thriving. 6. Moose Are Making A Comeback A few years ago the moose population in Minnesota dropped rapidly and they immediately blamed global warming, then they did a study and found out it was actually wolves that were killing the moose. Wolves have been taken off the endangered species list and are now endangering other species so they opened a wolf hunting season in Minnesota and the moose are coming back. It turns out it had nothing to do with global warming in fact the years when the moose population declined were some very cold ones. 7. 99% of Scientists don’t believe in Catastrophic Man-Made Global Warming
 You’ve probably heard over and over that 99% of scientist believe in global warming well the opposite is true. That talking point came from a study where only 75 scientists said they believe in global warming on the other hand over 31,000 scientists have signed a petition saying they don’t believe in Catastrophic Man-Made Global Warming. 8. Nature produces much more CO2 than man
 In 2014 NASA finally launched a satellite that measures CO2 levels around the globe. They assumed that most of the CO2 would be coming from the industrialized northern hemisphere but much to their surprise it was coming from the rainforests in South America, Africa and China. 9. It Isn’t Actually the Warmest Year.
 If you look at the satellite data 2014 was not the warmest year ever in fact there has been no global warming for over 18 years. The Reason they can say it’s the warmest year is because they are using the ground weather station data which is heavily influenced by the Urban Heat Island effect, many of which are near pavement. Even still they had to cherry pick that data to get at the warmest year ever and it is only the warmest by only two-100ths of a degree within a dataset that has a variability of a half of a degree. The fact they they had to ignore accurate data and fudge sketchy data to push their agenda proves (IMHO) that climate change is a hoax. 10. The Hypocrisy of the Main Players
 One of the main reasons you can tell that global warming is a hoax is that the main purveyors of global warming live lifestyles opposite of what they preach, they all own multiple large homes and yachts and they fly around the world in private jets pushing their propaganda. Not to mention some people such as Al Gore actually profit from Carbon Taxes and other green energy laws. If they actually believed what they preached they would be leading quite different lives.",1
" By Elmer Beauregard Yesterday the Senate voted 98 to 1 that “Climate Change” is not a hoax, in my opinion they missed out on a huge opportunity to save America’s economy. All of our energy policies are based on the hoax of climate change, from mileage standards and wind energy to light bulbs. Normally these things would be regulated by the market but because of the the threat of climate change they are now regulated by the government. We finally have a Republican majority in the Senate and most of the them are Global Warming Skeptics and if they would have voted in unison that global warming is a hoax we could have started dialing back the clock on some of these policies. I think Senator Inhofe and the rest were afraid of ridicule for saying they don’t believe in climate change because everyone knows that the climate changes it’s just that man has nothing to do with it. I think by doing this they were being a little too clever and missed out on a chance to actually have a debate on the issue. Every time the phrase “Climate Change” is used in legislation it stands for “Man-made Catastrophic Climate Change” which almost everyone agrees isn’t happening but it used an excuse to tax and regulate every aspect of human existence. The lone no vote came from Senator Roger Wicker (R–MS) who was the only one brave enough to say the Emperor is naked.",1
"  by Lorrie Goldstein, Toronto Sun
 Get ready for a year of climate change hysteria designed to make you poorer while it will do nothing to lower industrial carbon dioxide emissions linked to man-made global warming. The reason is the world’s leading climate monitoring agencies have reported 2014 was the warmest year on record globally. That coincides with a huge United Nations climate meeting scheduled for Paris in December, the ostensible purpose of which will be to finalize an international treaty to lower emissions caused when fossil fuels are burned. But its real purpose will be to redistribute wealth from the first world to the third, an explicit goal of UN climate policy, by hitting taxpayers and consumers living in developed countries, such as Canada, with higher taxes and consumer prices, purportedly to “fight” global warming. Purportedly because nothing the UN has encouraged governments to do for the past quarter century has slowed the rise of emissions globally. That includes imposing carbon taxes and cap-and-trade markets and paying massive public subsidies for expensive, unreliable and inefficient wind and solar power. The only time global emissions fell in the developed world, briefly, occurred following the 2008 global recession that started with the subprime mortgage scandal in the United States and eventually took trillions of dollars out of taxpayers’ and consumers’ pockets world-wide. That left millions of people with less money to buy goods and services, meaning it took less industrial carbon dioxide emissions – which are responsible for modern civilization – to create them. Even that only temporarily slowed the rise in global emissions, which started to increase again as the world’s economy slowly began to recover post-2008. As for 2014 being the warmest year, this means the warmest in the 135-year record of comparable temperature data, not in the 4.5-billion year history of the Earth. Climate alarmists, including many “environmentalists,” often deliberately confuse these two very different concepts by referring to modern-day temperatures as the warmest “ever.” They’re not. They’re the warmest since about 1880 when we first developed the technology to reliably measure and compare temperatures. One year of temperature data, such as 2014 being the warmest on record, is meaningless when it comes to measuring climate change. That said, there has been a gradual warming (slower than predicted by early computer-generated climate models) in recent decades, with most of the warmest years since 1880 occurring after 2000. Most climate scientists believe this is an abnormal warming caused primarily by mankind’s increasing use of fossil fuels. Many climate scientists, environmentalists and politicians say this is having a devastating effect on the planet’s environment, including on weather, ecosystems and sea level rise, which will become much worse in the future. What they don’t say is that prematurely abandoning the use of fossil fuels without having a reliable energy source to replace them with (wind and solar don’t qualify), will result in massive death and disease globally, particularly in the developing world. That’s because the energy we get from fossil fuels is responsible for modern civilization, technological progress and gradually increasing standards of living and life spans globally. There are sensible ways to curb emissions – through such things as the increased use of nuclear power, which doesn’t emit greenhouse gases and replacing coal-fired electricity with natural gas, which burns far more cleanly, using technologies such as fracking. But the UN and many of its member countries have decided instead simply to fear monger and take more of our money through so-called carbon pricing schemes which have failed to lower emissions globally. With 2014 now declared the warmest on record, prepare for a year of climate hysteria in which politicians and climate alarmists will seek to part us from more of our money, culminating in a massive cash grab in Paris this December, which will do nothing to lower emissions or help the environment.",1
 “The Church of Warming” is ecstatic that Pope Francis is planning to issue an encyclical on the environment.  The “warming jihadists” are hoping that the Pope will help advance their evil religion.  Thank God for people like Michael Voris who have the courage to speak the truth about this heresy.  Be sure to watch Michael’s investigative report “Global Warming Unmasked.”  Catholics of good will should pray that Pope Francis receives good counsel on this issue.,1
"  By Clive Hambler, spectator.co.uk
 The shocking environmental cost of renewable energy Wind turbines only last for ‘half as long as previously thought’, according to a new study. But even in their short lifespans, those turbines can do a lot of damage. Wind farms are devastating populations of rare birds and bats across the world, driving some to the point of extinction. Most environmentalists just don’t want to know. Because they’re so desperate to believe in renewable energy, they’re in a state of denial. But the evidence suggests that, this century at least, renewables pose a far greater threat to wildlife than climate change. I’m a lecturer in biological and human sciences at Oxford university. I trained as a zoologist, I’ve worked as an environmental consultant — conducting impact assessments on projects like the Folkestone-to-London rail link — and I now teach ecology and conservation. Though I started out neutral on renewable energy, I’ve since seen the havoc wreaked on wildlife by wind power, hydro power, biofuels and tidal barrages. The environmentalists who support such projects do so for ideological reasons. What few of them have in their heads, though, is the consolation of science. Read the rest of the article here.",1
" By Dan McSwain, utsandiego.com A new state fee on gasoline designed to combat global warming arrived at the corner gas station on New Year’s Day, but tumbling oil prices are likely to insulate consumers for the time being. It’s a lucky break for lawmakers who, concerned about political backlash, made a failed attempt to delay the fee. The amount of California’s new fee is determined by a complex market for emissions rather than set by legislation. The market has been stable amid heavy regulation, yet critics say it could experience bouts of volatility that would send gasoline costs soaring. Last year, as retail prices hit $4.30 a gallon, oil-industry trade groups warned the fee was a “hidden tax” that could add 70 cents a gallon or more. However, this week the fee added just 10 cents a gallon to wholesale costs, based on November auction prices in the state’s “cap-and-trade” market that sets the fee. Read the rest of the article here.",1
" By Steve Goddard, Real Science 1. Stop lying about sea ice. The amount of sea ice on Earth is near a record high. iphone.anomaly.global.png (512×412) 2. Stop lying about global warming. There hasn’t been any significant troposphere warming for 18 years. Wood for Trees: Interactive Graphs 3. Stop lying about climate models. They are a disaster and 97% overpredict warming.  Climate Analysis | Remote Sensing Systems #4. Stop lying about sea level. 80% of tide gauges show less rise than the official “global average”. Many tide gauges show no rise in sea level, and almost none show any acceleration over the past 20 years.  Data and Station Information for ALAMEDA (NAVAL AIR STATION) #5. Stop lying about drought. Droughts in the US are becoming less severe and less frequent, and the US has been wetter than normal over the past year.  Climate at a Glance: Time Series | National Climatic Data Center (NCDC) #6. Stop lying about snow. Autumn/Winter snow cover has increased to record levels. Rutgers University Climate Lab :: Global Snow Lab #7. Stop tampering with temperature data.  #8. Stop making up thermometer data where it doesn’t actually exist  By following any one of the simple principles of scientific integrity, a climate scientist can be guaranteed to be ostracized, have their funding cut off, have web sites set up to personally attack them, get fired, and possibly have the president of the US smear them.",1
" By Elmer Beauregard
A funny thing happened when NASA released the data fro their new Orbiting Carbon Observatory (OCO-2) satellite this week, it was opposite of what they expected. Scientists had assumed that the CO2 increases in the atmosphere were emitted in the northern hemisphere largely due to industrialization and coal burning power plants. They created a computer animation to show where they believed CO2 was emitted and how it traveled around the globe. They were hoping that their new satellite would bolster their theory but the data came back saying just the opposite that the primary sources of CO2 on the planet are coming from below the equator from the tropical rainforests. Here is the animation that NASA released back in November it is based on the data from 2006 and show a time lapse of the entire year based on the data they had. The problem is they seem to miss all the CO2 emissions from the largely non-industrial southern hemisphere.    The data released from the OCO-2 Satellite was the average from Oct.1 – Nov.11, 2014 so I made a screen grab of what it looked like on Nov. 1st. As you can see most of the CO2 was supposed to be emitted in the northern hemisphere.  But the actual data from the OCO-2 satellite shows most of the CO2 emissions are in the southern hemisphere from the rainforest regions. This seems to say that CO2 increases in the atmosphere are largely a natural phenomenon and not man caused. In fact the supposed biggest emitters of CO2 Russia, Europe, India and the Untied States hardly register. There is a large orange ad red spot over China as one would guess, but I would argue that that spot is more inland and is probably from China’s rainforest. ",1
" By: Micheal Bastasch. The Obama administration and environmental groups have long claimed 97 percent of scientists agree that human activity is causing the Earth to warm, but there’s a new consensus they may be less willing to acknowledge. Using the same methodology as the vaunted “97 percent” paper by researcher John Cook, two climate scientists have made a bold discovery: virtually all climate scientists agree that global warming has “stopped” or “slowed down” in recent years. “We didn’t find a single paper on the topic that argued the rate of global warming has not slowed (or even stopped) in recent years,” wrote scientists Patrick Michaels and Chip Knappenberger with the libertarian Cato Institute. “This is in direct opposition to the IPCC’s contention that global warming is accelerating, and supports arguments that the amount of warming that will occur over the remainder of the 21st century as a result of human fossil fuel usage will be at the low end of the IPCC projections, or even lower,” the two scientists added. “Low-end warming yields low-end impacts.” Read the rest at: The Daily Caller",1
" Last week the climate sages of East Anglia released a “scientific study”—I have to put it in quotation marks—that claimed that because of “warming”—see how easily it slips out, now and then?—“male bees are more likely to copulate with female bees, rather than pollinating the orchids.” Don’t these clowns know anything? In the first place, “male bees” are more properly called “drones.” Like the climate scientists themselves, drones do no productive work. They never pollinate the flowers. Never. Their sole function is to mate with the queen bee. And then they die. In the second place, the worker bees that do the pollinating are all female. They do not make whoopee with the drones. That’s because they’re sterile, totally incapable of reproducing. Their only function is to work. Only the queen lays eggs. These are basic facts about bees that every child used to know, before our public schools were invaded by gender coaches. If the kids didn’t learn these facts in school, they picked them up from Mark Trail comics and Disney nature programs. Everybody knew these things. So now we should all pay big fat carbon taxes because the “male bees” are partying with the females and none of the bees’ work is getting done? This is statist “science” with a vengeance. Read more at Barbwire",1
" The White House on Monday essentially dared Republicans to try and stop President Obama’s climate-change agenda, with officials bragging that even after the GOP takes control of the Senate in January, there is nothing that can be done to stop a host of controversial new actions. On a conference call with reporters, White House counselor John Podesta said the administration will move ahead on the issue despite Republican efforts to stand in the way. He even called out incoming Senate Majority Leader Mitch McConnell by name, saying the Kentucky Republican will not succeed in trying to slow executive action on global warming. Read more at the Washington Times",1
" By: Alex Newman. It is often said that non-scientists must rely on “expert opinion” to determine whether claims on alleged “catastrophic man-made global warming” are true. Putting aside the fact that there is no global-warming “consensus” among experts, one does not have to be a scientist, or even proficient in science, to be able to review past predictions, and then form an informed opinion regarding the accuracy of those predictions. Suppose, for example, you regularly watch a local TV weatherman forecast the weather for your area. Would you need a degree in meteorology in order to decide for yourself how reliable, or unreliable, the weatherman’s forecasts are? Warnings have been issued for many decades now regarding catastrophic climate change that forecasted certain trends or occurrences that we should already have witnessed. Yet such predictions have turned out to be very, very wrong. This was certainly the case with the alarmist predictions of the 1960s and ’70s that man’s activities on Earth were causing a catastrophic cooling trend that would bring on another ice age. And it is also the case with the more recent claims about catastrophic global warming. Read the article at: The New American",1
" The latest United Nations climate report is sounding the alarm on man-made global warming, saying that fossil fuels needed to be eliminated from the energy supply in the coming decades to avoid catastrophe. “Continued emission of greenhouse gases will cause further warming and long-lasting changes in all components of the climate system, increasing the likelihood of severe, pervasive and irreversible impacts for people and ecosystems,” reads the UN Intergovernmental Panel on Climate Change’s latest report. “Decarbonizing… electricity generation is a key component of cost-effective mitigation strategies in achieving low stabilization levels,” the IPCC noted, adding that green energy needed to make up 80 percent of the world’s energy supply by 2050 and 90 percent by 2100 in order to kep temperatures from rising 2 degrees Celsius above pre-industrial times. Despite the stark warning from the IPCC, some scientists have said the warning is not dire enough. The Washington Post’s Chris Mooney reported last week about scientists who thought the IPCC’s global warming predictions were too cautious. These scientists argue that the IPCC process can “lead to downplaying the full ranges of future scenarios.” But while some scientists are saying the IPCC isn’t alarmist enough in its reporting on global warming, others argue that the UN climate bureaucracy is too alarmist in its predictions. “The IPCC should be lowering their estimates of future impacts, most definitely not raising them,” Cato Institute scientist Chip Knappenberger told The Daily Caller News Foundation. “There is a major flaw in the IPCC [fifth assessment] (and all previous reports as well) in that the climate models that are used to produce all the scary climate projections are very likely, collectively, too sensitive to the buildup of atmospheric carbon dioxide.” Knappenberger is referring to a measurement called “climate sensitivity” — referring to the estimated temperature rise from a doubling of atmospheric concentrations of carbon dioxide levels. Increasingly, scientists have been lowering their climate sensitivity measures as temperatures refuse to increase in two decades. “Only desperate climate alarmists would have the gall to suggest the IPCC produces ‘conservative’ estimates of climate change in light of a growing mountain of evidence that the IPCC actually exaggerates potential climate change,” echoed Pat Michaels, director of Cato’s Center for the Study of Science. Satellite temperature data shows average global temperatures have not displayed a warming trend in more than 18 years. This so-called pause in global warming has baffled scientists, who have offered dozens of explanations for why global temperatures have not trended upwards in nearly two decades. “Sometimes, the smartest thing a forecaster can do is look out the window,” Michaels said. “Obviously, way too much warming has been and is being predicted.” The IPCC has actually overestimated warming since 1950, according to Michaels. “It turns out that the average warming trend predicted for every period of record [1950-2013, 1951-2013, 1952 and others] are greater than what has been observed,” he said. Read more at Barbwire",1
" Climate change activists are touting new evidence demonstrating the effectiveness of educational programs that seek to transform American schoolchildren into anti-carbon activists through the power of animation and freestyle rapping. The Alliance for Climate Education (ACE) is a non-profit organization that seeks to educate students on climate science and inspire them to take collective action to fight global climate change. One of the major ways it does so is by organizing school assemblies in which it uses cartoons, music, and even rapping to motivate children to stop living large and join climate activist groups. The assembly has been performed at over 2,300 schools and has reached over 1.7 million students. The long-term goal is to boost climate engagement among young people and minorities, mobilize some of them to become activists for the cause, and in turn counteract recent evidence that relatively few Americans are worried about climate change as an issue. Now, a new study released in the latest edition of the journal Climatic Change indicates that this school propagandizing may be working. Researchers from Yale, Stanford, and George Mason University surveyed a total of 1,241 high school students at 49 schools that hosted the assemblies to gauge their opinions and actions regarding climate change both before and after the presentations. Read more at Barbwire ",1
" A free-market think tank is suing the White House Office of Science and Technology Policy over its withholding of documents linked to the claim global warming caused last winter’s polar vortex. The free-market Competitive Enterprise Institute filed a lawsuit on Wednesday demanding documents related to the White House’s polar vortex video. The suit comes after CEI previously petitioned the White House to correct the video, which was criticized by climate scientists and ran counter to peer-reviewed studies. But the White House said the video, in which White House science czar John Holdren connected global warming to the harsh winter, was based on Holdren’s “personal opinion” and exempt from data quality laws. When CEI tried obtain federal documents related to the video, officials said they were part of the “deliberative process” and exempt from records requests. “If this video really represented Dr. Holdren’s personal opinion, then it’s bad enough that OSTP spent taxpayer dollars to produce and post it on the White House web site,” said CEI general counsel Sam Kazman. “But for the agency to refuse to disclose documents related to the video in order to protect what it claims are internal deliberations is doubly ridiculous.”
Read more at Barbwire ",1
" When Owen Paterson was sacked from his position as Environment Secretary back in June, he blamed the ‘Green Blob’ – a conglomeration of “powerful, self-serving” environmental lobbyists. Now an investigation by the Mail on Sunday has given shape to that blob, identifying the foundations that give well over half a billion pounds a year to environmental lobby groups – who are targeting the UK as the country leading the way in green energy policies. At the centre of the blob is just one organisation: the European Climate Foundation (ECF), which pulls in about £20million a year in funds donated mainly from America, Switzerland and Holland, and parcels it back out to green lobbyists such as Friends of the Earth, Greenpeace, Green Alliance and E3G (the elite lobby group which persuaded the government to set up the Green Investment Bank at a cost of £3billion) and others. Many more millions are donated to these groups directly. “The projects we fund all fall within the overall mission of the Foundation to support the development of a prosperous low-carbon economy in Europe,” Tom Brooks, managing director of the ECF told the Mail. He argued that the ECF merely provides “a fact base” to help politicians and policy makers make the “many complex decisions that are necessary to move towards a high-innovation, prosperous and low-carbon future,” adding “The UK is a leader in many of these fields.” Indeed, so successful has the lobbying effort been in the UK, that their efforts have seen policies put in place that cost the British economy between £360 billion and £400 billion to implement by 2030, according to energy analyst Peter Atherton of Liberum Capital. He says that the cost will see household energy bills rise by a further third in real terms, on top of the rises already seen over the past decade. The blob scored another victory this week when European Union leaders agreed to cut greenhouse gas emissions by 40 percent by 2030. The policy represents a drastic acceleration of climate change policy: the previous agreement was dubbed the 20:20 agreement as it consisted of cutting carbon emissions by 20 percent from a 1990 base level by 2020. T his new policy aims to double the target in just one third of the time. To do so will mean massive investment in renewable and nuclear power, with a commensurate closing of carbon fuelled power stations. In its 2013 annual report, the ECF said that working towards the 2030 agreement was “a big focus area for ECF as a whole”.",1
" The percentage of US HCN stations to reach 90 degrees was the smallest on record this year, with four of the five coolest years occurring above 350 PPM CO2. The most widespread heat occurred in 1931, when more than 98% of stations were over 90 degrees. Read more at Real Science",1
" John Coleman, who co-founded the Weather Channel, shocked academics by insisting the theory of man-made climate change was no longer scientifically credible. Instead, what ‘little evidence’ there is for rising global temperatures points to a ‘natural phenomenon’ within a developing eco-system. In an open letter attacking the Intergovernmental Panel on Climate Change, he wrote: “The ocean is not rising significantly. “The polar ice is increasing, not melting away. Polar Bears are increasing in number. “Heat waves have actually diminished, not increased. There is not an uptick in the number or strength of storms (in fact storms are diminishing). “I have studied this topic seriously for years. It has become a political and environment agenda item, but the science is not valid.” Read more at Express",1
" Mankind is doomed unless we immediately de-industrialize and slash carbon dioxide emissions, according to Guy McPherson, emeritus professor from the University of Arizona. McPherson appeared on Paul Henry’s New Zealand-based talk program to warn that global warming was “irreversible” and the only way to stop it is to “terminate industrial civilization” — basically go back to living in huts with no electricity or running water. “I think there’s ample chance we can save the living planet, but not our species… Some people think that this whole thing is about us,” McPherson told the Paul Henry Show. “We just showed up… I don’t think this is about us, I think it’s about the living planet.” “The only way to stop runaway climate change is to terminate industrial civilization,” he said. “The evidence is clear on that front and it is in the refereed journal literature.”
Read more at BarbWire",1
" Alpine goats are shrinking due to climate change, researchers have claimed. Scientists from Durham University say that the goats now weigh 25 percent less than goats of a similar age thirty years ago, and blame the shrinkage on the region’s changing climate. The researchers said the speed of the decline in the size of the goats has taken them by surprise, calling it “astonishing” and saying that the future of the species could be under threat. The team used long-term records on the body weights of Chamois goats provided by hunters and compared them to changing temperatures in the region. They say that while the goats’ size has decreased, average temperatures have risen by three to four degrees centigrade. However, while most studies linking shrinking animals to climate change have blamed the increasing scarcity of nutritional food, this study found no evidence that the Alpine meadows had declined in productivity. The team instead blame higher temperatures for changing how the goats behave. Read more at Breitbart.",1
" Media outlets have been tirelessly reporting new data claiming that September 2014 was the hottest on record, according to the National Oceanic and Atmospheric Administration. But satellite data shows that last month was far from the hottest September ever recorded. University of Alabama, Huntsville satellite datasets show that September was the seventh warmest on record and Remote Sensing Systems datasets show last month was only the ninth warmest ever recorded.",1
" Have you ever wanted to get paid to stare at cute animal photos all day? The National Science Foundation will fund that! NSF gave the Michigan State University $227,437 to study animal photos appearing in National Geographic magazine from 1888 to 2008. Specifically, researchers looked at 108 photos to see how they “make salient the problem of a changing climate.” Lawmakers, however, are not happy that NSF decided to fund this animal photo study while rejecting funding to other studies, including studying ethics of cyber-warfare, stemming pandemic diseases from spreading in Africa and the looking into the hurdles of quantitative climate modeling. “All government employees and their agency heads need to remember they are accountable to the American taxpayer who pays their salary and funds their projects,” Rep. Lamar Smith, a Texas Republican who chairs the House Science & Technology Committee. “But the NSF is playing possum after awarding a researcher more than $227,000 in taxpayer dollars to thumb through pictures of animals in old National Geographic magazines.” The only study to come out of the huge taxpayer grant found that “popular science is contributing to an expanded public discourse on climate change that extends beyond the vulnerability of iconic wild megafauna to include insects and amphibians and issues facing the relationship we have with other animals, such as the widespread consumption of animals for food.” According to MSU’s proposal, access to National Geographic’s photo archives required taxpayer funding. But a Daily Caller News Foundation internet search found that National Geographic has thousands of animal photos available on its website for free. Read more at Barbwire ",1
" The cause of climate alarmism has been struck another near-fatal blow by a new study from a NASA research team at the Jet Propulsion Laboratory in Pasadena, California.
Using a combination of satellite observations and direct measurements taken by a network of 3,000 floating Argo temperature probes, the NASA team set out to calculate temperature changes and thermal expansion in the deep ocean (below 1.24 miles). What they have found is that the deep ocean has not warmed measurably since at least 2005. This unfortunate discovery represents a major problem for the climate alarmists because the “missing heat” supposedly hiding in the deep oceans has long been their favoured explanation as to why there has been no measured “global warming” for the last 18 years. Read more at Breitbart",1
" By: Levi Winchester. This week saw the 18th anniversary since the Earth’s temperature last rose – something that Dr Benny Peiser, from the Global Warming Policy Forum, says experts are struggling to understand. He explains that we are now in the midst of a “crisis of credibility” because the global warming – and accompanied ‘Doomsday’ effects – that we were once warned about has not happened. Scientists from the Intergovernmental Panel on Climate Change (IPCC) once predicted a temperature rise of 0.2 degrees per decade – but are now baffled by the fact our planet’s temperature has not increased for almost two decades. Speaking exclusively to Express.co.uk, Dr Peiser said: “What has happened is that the public has become more sceptical because they were told we are facing Doomsday, and suddenly they realise ‘Where is the warming that we were promised?’” “They say we can predict the climate and the reality is that they can’t.” Read the rest at: Express",1
" A professor is blaming climate change and overpopulation for the creation of the terrorist group ISIS.  Charles Strozier, Professor of History and the founding Director of the John Jay College Center on Terrorism and Kelly Berkell, research assistant at the John Jay College of Criminal Justice, wrote a blog piece in the Huffington Post called “ How Climate Change Helped ISIS,” where they argue that a four-year drought in Syria, from 2006 through 2010, “devastated the livelihoods of 800,000 farmers and herders; and knocked two to three million people into extreme poverty.” Read more at Campus Reform",1
" In the run-up to the Sept. 23 UN Climate Summit in New York, Leonardo DiCaprio is releasing a series of films about the “climate crisis.” The first is “Carbon,” which tells us the world is threatened by a “carbon monster.” Coal, oil, natural gas and other carbon-based forms of energy are causing dangerous climate change and must be turned off as soon as possible, DiCaprio says. But he has identified the wrong monster. It is the climate scare itself that is the real threat to civilization. DiCaprio is an actor, not a scientist; it’s no real surprise that his film is sensationalistic and error-riddled. Other climate-change fantasists, who do have a scientific background, have far less excuse. Science is never settled, but the current state of “climate change” science is quite clear: There is essentially zero evidence that carbon dioxide from human activities is causing catastrophic climate change. Yes, the “executive summary” of reports from the UN’s International Panel on Climate Change continues to sound the alarm — but the summary is written by the politicians. The scientific bulk of the report, while still tinged with improper advocacy, has all but thrown in the towel. And the Nongovernmental International Panel on Climate Change lists thousands of scientific papers that either debunk or cast serious doubt on the supposed “consensus” model. Oregon-based physicist Gordon Fulks sums it up well: “CO2 is said to be responsible for global warming that is not occurring, for accelerated sea-level rise that is not occurring, for net glacial and sea ice melt that is not occurring . . . and for increasing extreme weather that is not occurring.” Consider: Read more at the Heartland Institute",1
